keywords,frequency,total_score,avg_intensity,classification
고퀄리티 캐릭터 디자인,1,9.096806413321545,4.0,Minor / Noise
아기자기한 꾸미기,1,9.318583911166382,4.0,Minor / Noise
가성비,3,9.395144287871895,4.333333333333333,General Issue
쿠키 스킨,2,9.439878733163175,3.0,Minor / Noise
자동사냥,2,9.439878733163175,3.0,Minor / Noise
잘 어울리는 목소리,1,9.537585171773763,4.0,Minor / Noise
재화 수급 개선,1,9.55801722207742,4.0,Minor / Noise
스토리 보상 증가,1,9.55801722207742,4.0,Minor / Noise
확률 증가,2,9.585062863610986,3.0,Minor / Noise
잘 돌아가는 게임 구조,1,9.841018878632372,4.0,Minor / Noise
쉐도우밀크쿠키,5,10.088060704737126,3.4,Major Strength
소소한 재미,2,10.392304845413264,3.0,Major Strength
운영/소통,7,10.802420143005882,3.2857142857142856,Major Strength
BTS 사건 제외하고 모든 점이 좋음,1,11.180339887498949,5.0,Major Strength
5년 동안 지루하지 않은 게임,1,11.180339887498949,5.0,Major Strength
아레나 기능,1,11.180339887498949,5.0,Major Strength
아기자기한 그림체,1,11.180339887498949,5.0,Major Strength
꾸미기 요소,1,11.180339887498949,5.0,Major Strength
신선함,1,11.180339887498949,5.0,Major Strength
신남,1,11.180339887498949,5.0,User Sentiment (Emotion)
신나는 영웅 캐릭터,1,11.180339887498949,5.0,Major Strength
신나는 뽑기 경험,1,11.180339887498949,5.0,Major Strength
훌륭한 게임,1,11.180339887498949,5.0,Major Strength
훌륭한 개발자,1,11.180339887498949,5.0,Major Strength
100연 뽑기의 재미,1,11.180339887498949,5.0,Major Strength
멋진 쉐도우 밀크 쿠키,1,11.180339887498949,5.0,Major Strength
풍부한 케이크 타워 보상,1,11.180339887498949,5.0,Major Strength
풍부한 출석 보상,1,11.180339887498949,5.0,Major Strength
풍부한 초기 보상,1,11.180339887498949,5.0,Major Strength
뽑기 확률이 미쳤다,1,11.180339887498949,5.0,Major Strength
왕의 쿠키 캐릭터 디자인,1,11.180339887498949,5.0,Major Strength
왕꾸의 재미,1,11.180339887498949,5.0,Major Strength
왕국 세우기,1,11.180339887498949,5.0,Major Strength
왕국 성장 과정,1,11.180339887498949,5.0,Major Strength
뽑기 중독성,1,11.180339887498949,5.0,Major Strength
흥미로운 모험 이야기,1,11.180339887498949,5.0,Major Strength
실제 성우와의 연계,1,11.180339887498949,5.0,Major Strength
실감나는 게임 플레이,1,11.180339887498949,5.0,Major Strength
신케 획득의 기쁨,1,11.180339887498949,5.0,Major Strength
심심할 때 즐기기 좋은 게임,1,11.180339887498949,5.0,Major Strength
2차 창작,1,11.180339887498949,5.0,Major Strength
흥미진진함,1,11.180339887498949,5.0,Major Strength
흥미진진한 전개,1,11.180339887498949,5.0,Major Strength
1뽑에 요정왕,1,11.180339887498949,5.0,Major Strength
BTS 이벤트,1,11.180339887498949,5.0,Major Strength
완전 따봉,1,11.180339887498949,5.0,Major Strength
호박별,1,11.180339887498949,5.0,Major Strength
혜자 이벤트,1,11.180339887498949,5.0,Major Strength
혜자 같은 현질,1,11.180339887498949,5.0,Major Strength
쿠키들의 다양성,1,11.180339887498949,5.0,Major Strength
쿠키들 너무 이쁨,1,11.180339887498949,5.0,Major Strength
나만의 왕국 키우기,1,11.180339887498949,5.0,Major Strength
쿠키 좋은거,1,11.180339887498949,5.0,Major Strength
넘 재미있음,1,11.180339887498949,5.0,Major Strength
너무 재미있는 게임,1,11.180339887498949,5.0,Major Strength
쿠키런 팬을 위한 게임,1,11.180339887498949,5.0,Major Strength
끊기지 않는 스토리,1,11.180339887498949,5.0,Major Strength
쿠키런 최고,1,11.180339887498949,5.0,Major Strength
쿠키런,1,11.180339887498949,5.0,Major Strength
쿠키들의 멋진 디자인,1,11.180339887498949,5.0,Major Strength
쿠키들의 매력적인 스토리,1,11.180339887498949,5.0,Major Strength
높은 완성도,1,11.180339887498949,5.0,Major Strength
원하는 캐릭터 뽑기,1,11.180339887498949,5.0,Major Strength
비스트 획득,1,11.180339887498949,5.0,Major Strength
비스트 쿠키의 매력,1,11.180339887498949,5.0,Major Strength
운이 좋을 때의 쾌감,1,11.180339887498949,5.0,Major Strength
비스프 뽑을 때 도파민,1,11.180339887498949,5.0,Major Strength
쿠키가 잘 떠는 점,1,11.180339887498949,5.0,Major Strength
쿠키 키우는 재미,1,11.180339887498949,5.0,Major Strength
쿠폰과 보상,1,11.180339887498949,5.0,Major Strength
기분이 좋아지는 경험,1,11.180339887498949,5.0,Major Strength
놀라운 그래픽,1,11.180339887498949,5.0,Major Strength
신나는 게임,1,11.180339887498949,5.0,Major Strength
홀리베리 뽑기,1,11.180339887498949,5.0,Major Strength
확률 업그레이드,1,11.180339887498949,5.0,Major Strength
완전한 재미,1,11.180339887498949,5.0,Major Strength
완전재밌습니다,1,11.180339887498949,5.0,Major Strength
유머러스한 요소,1,11.180339887498949,5.0,Major Strength
비스트 슈퍼 애픽 레전더리 에이션트,1,11.180339887498949,5.0,Major Strength
비스트의 강력한 능력,1,11.180339887498949,5.0,Major Strength
비스트와 에이션트쿠키들의 스토리,1,11.180339887498949,5.0,Major Strength
월드탐험의 흥미,1,11.180339887498949,5.0,Major Strength
월드 탐험의 재미,1,11.180339887498949,5.0,Major Strength
퀄리티 좋은 게임,1,11.180339887498949,5.0,Major Strength
퀘스트의 보상,1,11.180339887498949,5.0,Major Strength
근본적인 재미,1,11.180339887498949,5.0,Major Strength
높은 퀄리티의 그래픽,1,11.180339887498949,5.0,Major Strength
쿠키 뽑기의 중독성,1,11.180339887498949,5.0,Major Strength
아레나 전투,1,11.180339887498949,5.0,Major Strength
쿠키 스킬 퀄리티,1,11.180339887498949,5.0,Major Strength
높은 컬리티,1,11.180339887498949,5.0,Major Strength
높은 전투력,1,11.180339887498949,5.0,Major Strength
높은 자윗가,1,11.180339887498949,5.0,Major Strength
쿠키 꾸미기,1,11.180339887498949,5.0,Major Strength
뽑기할 때의 기분 좋은 경험,1,11.180339887498949,5.0,Major Strength
완벽한 게임 경험,1,11.180339887498949,5.0,Major Strength
각성 시스템에 대한 기대감,1,11.180339887498949,5.0,Major Strength
비스트 쿠키 뽑기,1,11.180339887498949,5.0,Major Strength
비스트 이스트 대륙 스토리,1,11.180339887498949,5.0,Major Strength
쿠키 스킬의 멋진 연출,1,11.180339887498949,5.0,Major Strength
쿠키 많이 뽑기,1,11.180339887498949,5.0,Major Strength
쿠키 디자인의 창의성,1,11.180339887498949,5.0,Major Strength
뉴비 친화적,1,11.180339887498949,5.0,Major Strength
뉴비 300뽑스와 쿠100뽑,1,11.180339887498949,5.0,Major Strength
높은 확률로 아이템을 얻는 재미,1,11.180339887498949,5.0,Major Strength
높은 품질,1,11.180339887498949,5.0,Major Strength
기모찡 캐릭터의 매력,1,11.180339887498949,5.0,Major Strength
아름다운 홀 디자인,1,11.180339887498949,5.0,Major Strength
아름다운 쿠키,1,11.180339887498949,5.0,Major Strength
불정 캐릭터의 사랑스러움,1,11.180339887498949,5.0,Major Strength
불꽃정령쿠키,1,11.180339887498949,5.0,Major Strength
불꽃정령 캐릭터,1,11.180339887498949,5.0,Major Strength
부모님과 함께 즐길 수 있는 게임,1,11.180339887498949,5.0,Major Strength
갓벽한 게임,1,11.180339887498949,5.0,Major Strength
감정적인 스토리,1,11.180339887498949,5.0,Major Strength
쾌감 있는 보상,1,11.180339887498949,5.0,Major Strength
다른 쿠키런에는 없는 독특한 쿠키,1,11.180339887498949,5.0,Major Strength
다양한 뽑기 대사,1,11.180339887498949,5.0,Major Strength
다양한 비스트,1,11.180339887498949,5.0,Major Strength
다양한 목소리,1,11.180339887498949,5.0,Major Strength
콘텐츠 다양성,1,11.180339887498949,5.0,Major Strength
케이크 가게 재출현,1,11.180339887498949,5.0,Major Strength
아름다운 왕국,1,11.180339887498949,5.0,Major Strength
아름다운 배경 아트,1,11.180339887498949,5.0,Major Strength
아름다운 배경,1,11.180339887498949,5.0,Major Strength
시대 초월한 게임,1,11.180339887498949,5.0,Major Strength
시간이 순삭되는 재미,1,11.180339887498949,5.0,Major Strength
시간을 잊게 만드는 몰입감,1,11.180339887498949,5.0,Major Strength
아이들이 좋아함,1,11.180339887498949,5.0,Major Strength
아이 러브 쿠킹덤,1,11.180339887498949,5.0,Major Strength
가족 모두가 즐길 수 있는 게임,1,11.180339887498949,5.0,Major Strength
가장 완벽한 게임,1,11.180339887498949,5.0,Major Strength
귀여운 스킨,1,11.180339887498949,5.0,Major Strength
다양한 아가들,1,11.180339887498949,5.0,Major Strength
다양한 레시피,1,11.180339887498949,5.0,Major Strength
탁월한 스토리,1,11.180339887498949,5.0,Major Strength
탁월한 게임성,1,11.180339887498949,5.0,Major Strength
캐릭터의 매력적인 디자인,1,11.180339887498949,5.0,Major Strength
감동적인 스토리 전개,1,11.180339887498949,5.0,Major Strength
부계 파서 더 재미있음,1,11.180339887498949,5.0,Major Strength
블랙펄쿠키,1,11.180339887498949,5.0,Major Strength
뽑기할 때의 재미,1,11.180339887498949,5.0,Major Strength
뽑기할 때의 설렘,1,11.180339887498949,5.0,Major Strength
복귀하기 좋은 시점,1,11.180339887498949,5.0,Major Strength
캐릭터 애니메이션,1,11.180339887498949,5.0,Major Strength
캐릭터 수집,1,11.180339887498949,5.0,Major Strength
근본 있는 게임,1,11.180339887498949,5.0,Major Strength
극찬,1,11.180339887498949,5.0,Major Strength
극 퀄리티,1,11.180339887498949,5.0,Major Strength
다양한 요리,1,11.180339887498949,5.0,Major Strength
킹덤의 전략적 요소,1,11.180339887498949,5.0,Major Strength
이쁜 그림,1,11.180339887498949,5.0,Major Strength
복귀 후의 즐거움,1,11.180339887498949,5.0,Major Strength
감성적인 이야기,1,11.180339887498949,5.0,Major Strength
감사한 마음,1,11.180339887498949,5.0,Major Strength
감사한 경험,1,11.180339887498949,5.0,Major Strength
감명 깊은 서브 스토리,1,11.180339887498949,5.0,Major Strength
이터너슈가 퀴,1,11.180339887498949,5.0,Major Strength
이슈 관리의 효율성,1,11.180339887498949,5.0,Major Strength
예상치 못한 반전,1,11.180339887498949,5.0,Major Strength
귀여운 캔플,1,11.180339887498949,5.0,Major Strength
친절한 보상,1,11.180339887498949,5.0,Major Strength
다양한 종류의 게임과 보상,1,11.180339887498949,5.0,Major Strength
다양한 전투와 이벤트,1,11.180339887498949,5.0,Major Strength
캐릭터 목소리 디자인,1,11.180339887498949,5.0,Major Strength
사랑스러운 성우,1,11.180339887498949,5.0,Major Strength
사랑,1,11.180339887498949,5.0,Major Strength
사람들과의 소통,1,11.180339887498949,5.0,Major Strength
오랜 플레이에도 질리지 않는 재미,1,11.180339887498949,5.0,Major Strength
오랜 시간 즐긴 게임,1,11.180339887498949,5.0,Major Strength
뽑는 스릴,1,11.180339887498949,5.0,Major Strength
뽑는 손 맛,1,11.180339887498949,5.0,Major Strength
뽑기할 때의 흥미진진함,1,11.180339887498949,5.0,Major Strength
보석을 많이 줌,1,11.180339887498949,5.0,Major Strength
인생 레전드 게임,1,11.180339887498949,5.0,Major Strength
보상이 후하고 뽑는 재미,1,11.180339887498949,5.0,Major Strength
TOP1 뽑기,1,11.180339887498949,5.0,Major Strength
PC와 모바일,1,11.180339887498949,5.0,Major Strength
황동과 취미의 조화,1,11.180339887498949,5.0,Major Strength
황금 나팔의 독특한 게임 메커니즘,1,11.180339887498949,5.0,Major Strength
환상적인 브금,1,11.180339887498949,5.0,Major Strength
훌륭한 제작,1,11.180339887498949,5.0,Major Strength
훌륭한 음악,1,11.180339887498949,5.0,Major Strength
탑1위의 쾌감,1,11.180339887498949,5.0,Major Strength
탄탄한 스토리라인,1,11.180339887498949,5.0,Major Strength
보상이 매우 좋음,1,11.180339887498949,5.0,Major Strength
강한 쿠키,1,11.180339887498949,5.0,Major Strength
복귀 후 긍정적인 경험,1,11.180339887498949,5.0,Major Strength
이터널 슈가의 기대감,1,11.180339887498949,5.0,Major Strength
굿굿,1,11.180339887498949,5.0,Major Strength
튕기지 않음,1,11.180339887498949,5.0,Major Strength
통쾌함,1,11.180339887498949,5.0,Major Strength
다양한 쿠키 뽑기 기회,1,11.180339887498949,5.0,Major Strength
충성도 높은 캐릭터,1,11.180339887498949,5.0,Major Strength
다양한 콘텐츠와 이벤트,1,11.180339887498949,5.0,Major Strength
다양한 컨탠츠,1,11.180339887498949,5.0,Major Strength
시간 가는 줄 모를 정도로 재미있음,1,11.180339887498949,5.0,Major Strength
광고로 시작,1,11.180339887498949,5.0,Major Strength
친구와 함께 즐길 수 있는 요소,1,11.180339887498949,5.0,Major Strength
다양한 캐릭터와 멋진 스킨,1,11.180339887498949,5.0,Major Strength
다양한 카드 시스템,1,11.180339887498949,5.0,Major Strength
친구 사귀기,1,11.180339887498949,5.0,Major Strength
취향에 맞는 게임,1,11.180339887498949,5.0,Major Strength
보상 후함,1,11.180339887498949,5.0,Major Strength
보상 좋음,1,11.180339887498949,5.0,Major Strength
오래도록 재미있는 게임,1,11.180339887498949,5.0,Major Strength
오늘 뽑힌 쉐도우밀크 쿠키,1,11.180339887498949,5.0,Major Strength
예술적인 스토리,1,11.180339887498949,5.0,Major Strength
예상치 못한 즐거움,1,11.180339887498949,5.0,Major Strength
예상치 못한 재미,1,11.180339887498949,5.0,Major Strength
별의 커비 같은 느낌,1,11.180339887498949,5.0,Major Strength
별 5개,1,11.180339887498949,5.0,Major Strength
변하지 않는 재미,1,11.180339887498949,5.0,Major Strength
버닝 캐릭터,1,11.180339887498949,5.0,Major Strength
버닝 시스템,1,11.180339887498949,5.0,Major Strength
자원 보상,1,11.180339887498949,5.0,Major Strength
자랑스러운 게임 플레이,1,11.180339887498949,5.0,Major Strength
강력한 재미 요소,1,11.180339887498949,5.0,Major Strength
강력한 스토리,1,11.180339887498949,5.0,Major Strength
귀여운 모습,1,11.180339887498949,5.0,Major Strength
귀여운 대사,1,11.180339887498949,5.0,Major Strength
미스틱 1트 뽑기,1,11.180339887498949,5.0,Major Strength
버그 수정 후 사과 보상,1,11.180339887498949,5.0,Major Strength
버그 수정,1,11.180339887498949,5.0,Major Strength
사솔의 우수성,1,11.180339887498949,5.0,Major Strength
스펙 키우기,1,11.180339887498949,5.0,Major Strength
아주 재밌는 게임,1,11.180339887498949,5.0,Major Strength
아주 재미있는 게임,1,11.180339887498949,5.0,Major Strength
스트레스를 풀어주는 게임 플레이,1,11.180339887498949,5.0,Major Strength
스토리와 일러스트가 다이쁘고 노래가 좋음,1,11.180339887498949,5.0,Major Strength
추천받고 시작한 게임,1,11.180339887498949,5.0,Major Strength
추억의 재미,1,11.180339887498949,5.0,Major Strength
사솔 완품,1,11.180339887498949,5.0,Major Strength
오랜 시간 동안 즐길 수 있는 콘텐츠,1,11.180339887498949,5.0,Major Strength
오래된 팬을 위한 콘텐츠,1,11.180339887498949,5.0,Major Strength
오래된 게임이지만 여전히 재미있음,1,11.180339887498949,5.0,Major Strength
오래된 게임 중 최고,1,11.180339887498949,5.0,Major Strength
최애 게임,1,11.180339887498949,5.0,Major Strength
다크 카카오의 등장,1,11.180339887498949,5.0,Major Strength
최고의 재미,1,11.180339887498949,5.0,Major Strength
최고의 그래픽,1,11.180339887498949,5.0,Major Strength
최고의 게임 쿠폰,1,11.180339887498949,5.0,Major Strength
최고,1,11.180339887498949,5.0,User Sentiment (Emotion)
초심자의 행운,1,11.180339887498949,5.0,Major Strength
다카 각성과 바궁의 동시 획득,1,11.180339887498949,5.0,Major Strength
다채로운 신규 콘텐츠,1,11.180339887498949,5.0,Major Strength
추억의 게임,1,11.180339887498949,5.0,Major Strength
다채로운 성우,1,11.180339887498949,5.0,Major Strength
다이아 모으는 재미,1,11.180339887498949,5.0,Major Strength
추억을 자극하는 스토리,1,11.180339887498949,5.0,Major Strength
추억을 자극하는 게임,1,11.180339887498949,5.0,Major Strength
최적화 잘됨,1,11.180339887498949,5.0,Major Strength
미연시 이벤트,1,11.180339887498949,5.0,Major Strength
예쁜 이슈,1,11.180339887498949,5.0,Major Strength
사일런드 솔트,1,11.180339887498949,5.0,Major Strength
다채로운 스토리,1,11.180339887498949,5.0,Major Strength
초반 캐릭터 획득,1,11.180339887498949,5.0,Major Strength
대박 귀여운 쿠키,1,11.180339887498949,5.0,Major Strength
대박,1,11.180339887498949,5.0,User Sentiment (Emotion)
대단한 스토리,1,11.180339887498949,5.0,Major Strength
다크카카오와 퓨바 선택,1,11.180339887498949,5.0,Major Strength
다크카카오 서버의 재미,1,11.180339887498949,5.0,Major Strength
알록달록한 쿠키 디자인,1,11.180339887498949,5.0,Major Strength
무료로 즐길 수 있는 요소,1,11.180339887498949,5.0,Major Strength
무료 쿠키 획득,1,11.180339887498949,5.0,Major Strength
무료 이벤트,1,11.180339887498949,5.0,Major Strength
행복한 히루,1,11.180339887498949,5.0,Major Strength
잘 구성된 스토리,1,11.180339887498949,5.0,Major Strength
미친 재미,1,11.180339887498949,5.0,Major Strength
핵꿀잼,1,11.180339887498949,5.0,Major Strength
잘생긴 캐릭터,1,11.180339887498949,5.0,Major Strength
잘 짜여진 게임 디자인,1,11.180339887498949,5.0,Major Strength
잘 주는 보석,1,11.180339887498949,5.0,Major Strength
스토리 재미,1,11.180339887498949,5.0,Major Strength
스테이지의 재미,1,11.180339887498949,5.0,Major Strength
스테이지 클리어 시 크리스탈 보상,1,11.180339887498949,5.0,Major Strength
액션감 넘치는 플레이,1,11.180339887498949,5.0,Major Strength
체스초코,1,11.180339887498949,5.0,Major Strength
천장만 150이면 완전 갓갬,1,11.180339887498949,5.0,Major Strength
천상의 게임,1,11.180339887498949,5.0,Major Strength
책임감 있는 보상 시스템,1,11.180339887498949,5.0,Major Strength
데브의 지원,1,11.180339887498949,5.0,Major Strength
데브시스터즈 응원,1,11.180339887498949,5.0,Major Strength
영혼석 시스템,1,11.180339887498949,5.0,Major Strength
영웅 뽑기,1,11.180339887498949,5.0,Major Strength
상상력이 뛰어난 스토리,1,11.180339887498949,5.0,Major Strength
상대팀과의 배틀,1,11.180339887498949,5.0,Major Strength
무과금으로도 충분히 즐길 수 있는 밸런스,1,11.180339887498949,5.0,Major Strength
무과금으로도 충분히 즐길 수 있는 게임성,1,11.180339887498949,5.0,Major Strength
스킵 기능,1,11.180339887498949,5.0,Major Strength
스킨 뽑기의 재미,1,11.180339887498949,5.0,Major Strength
스릴 넘치는 게임 플레이,1,11.180339887498949,5.0,Major Strength
